,Participant,Number,Response difference,Response,Grid10,Interval
97,7,4,-1.2222222222222223,2.7777777777777777,0,5
98,8,4,-1.333333333333333,2.666666666666667,0,5
99,9,4,-0.6666666666666665,3.3333333333333335,0,5
100,10,4,-1.4444444444444442,2.555555555555556,0,5
101,11,4,-0.6666666666666665,3.3333333333333335,0,5
102,12,4,-3.6666666666666665,0.3333333333333335,0,5
103,13,4,-0.6666666666666665,3.3333333333333335,0,5
104,14,4,-2.4444444444444446,1.5555555555555554,0,5
105,15,4,-2.888888888888889,1.1111111111111112,0,5
106,16,4,-3.0,1.0,0,5
107,17,4,-1.5555555555555554,2.4444444444444446,0,5
108,18,4,0.0,4.0,0,5
109,19,4,-1.7777777777777777,2.2222222222222223,0,5
110,20,4,-1.0,3.0,0,5
111,21,4,-2.333333333333333,1.666666666666667,0,5
112,22,4,-2.888888888888889,1.1111111111111112,0,5
113,23,4,4.0,8.0,0,5
114,24,4,-2.555555555555556,1.4444444444444442,0,5
115,25,4,-3.4444444444444446,0.5555555555555554,0,5
116,26,4,-2.4444444444444446,1.5555555555555554,0,5
117,27,4,-0.7777777777777777,3.2222222222222223,0,5
118,28,4,0.3333333333333339,4.333333333333334,0,5
119,29,4,-3.4444444444444446,0.5555555555555554,0,5
120,0,5,-1.0,4.0,0,5
121,1,5,-1.0,4.0,0,5
122,2,5,-3.6666666666666665,1.3333333333333335,0,5
123,3,5,0.0,5.0,0,5
124,4,5,-3.888888888888889,1.1111111111111112,0,5
125,5,5,-3.6666666666666665,1.3333333333333335,0,5
126,6,5,-0.4444444444444446,4.555555555555555,0,5
127,7,5,-2.0,3.0,0,5
128,8,5,-2.6666666666666665,2.3333333333333335,0,5
129,9,5,-0.1111111111111107,4.888888888888889,0,5
130,10,5,-1.6666666666666663,3.333333333333334,0,5
131,11,5,-1.2222222222222223,3.7777777777777777,0,5
132,12,5,-4.222222222222222,0.7777777777777777,0,5
133,13,5,-1.8888888888888888,3.111111111111111,0,5
134,14,5,-2.444444444444444,2.555555555555556,0,5
135,15,5,-1.8888888888888888,3.111111111111111,0,5
136,16,5,-0.8888888888888884,4.111111111111112,0,5
137,17,5,-2.6666666666666665,2.3333333333333335,0,5
138,18,5,-1.4444444444444446,3.5555555555555554,0,5
139,19,5,-2.333333333333333,2.666666666666667,0,5
140,20,5,-3.4444444444444446,1.5555555555555554,0,5
141,21,5,-3.6666666666666665,1.3333333333333335,0,5
142,22,5,-2.7777777777777777,2.2222222222222223,0,5
143,23,5,1.2222222222222223,6.222222222222222,0,5
144,24,5,-3.333333333333333,1.666666666666667,0,5
145,25,5,-4.0,1.0,0,5
146,26,5,-2.555555555555556,2.444444444444444,0,5
147,27,5,0.3333333333333339,5.333333333333334,0,5
148,28,5,-0.333333333333333,4.666666666666667,0,5
149,29,5,-3.4444444444444446,1.5555555555555554,0,5
150,0,6,0.3333333333333339,6.333333333333334,0,5
151,1,6,-1.5555555555555554,4.444444444444445,0,5
152,2,6,-2.2222222222222223,3.7777777777777777,0,5
153,3,6,-0.7777777777777777,5.222222222222222,0,5
154,4,6,-3.555555555555556,2.444444444444444,0,5
155,5,6,-3.555555555555556,2.444444444444444,0,5
156,6,6,-0.6666666666666661,5.333333333333334,0,5
157,7,6,-1.0,5.0,0,5
158,8,6,-2.333333333333333,3.666666666666667,0,5
159,9,6,0.4444444444444446,6.444444444444445,0,5
160,10,6,-1.5555555555555554,4.444444444444445,0,5
161,11,6,-1.333333333333333,4.666666666666667,0,5
162,12,6,-5.111111111111111,0.8888888888888893,0,5
163,13,6,-0.3333333333333339,5.666666666666666,0,5
164,14,6,-3.2222222222222223,2.7777777777777777,0,5
165,15,6,-2.2222222222222223,3.7777777777777777,0,5
166,16,6,-1.0,5.0,0,5
167,17,6,-2.2222222222222223,3.7777777777777777,0,5
168,18,6,-0.5555555555555562,5.444444444444444,0,5
169,19,6,-2.4444444444444446,3.5555555555555554,0,5
170,20,6,1.2222222222222214,7.222222222222221,0,5
171,21,6,-3.2222222222222223,2.7777777777777777,0,5
172,22,6,-4.222222222222222,1.7777777777777777,0,5
173,23,6,0.8888888888888893,6.888888888888889,0,5
174,24,6,-4.444444444444445,1.5555555555555554,0,5
175,25,6,-5.0,1.0,0,5
176,26,6,-2.333333333333333,3.666666666666667,0,5
177,27,6,-0.6666666666666661,5.333333333333334,0,5
178,28,6,4.444444444444445,10.444444444444445,0,5
179,29,6,-5.333333333333333,0.666666666666667,0,5
180,0,7,0.8888888888888884,7.888888888888888,0,5
181,1,7,-0.1111111111111107,6.888888888888889,0,5
182,2,7,-4.555555555555555,2.4444444444444446,0,5
183,3,7,-0.6666666666666661,6.333333333333334,0,5
184,4,7,-4.111111111111111,2.8888888888888893,0,5
185,5,7,-3.333333333333333,3.666666666666667,0,5
186,6,7,-2.8888888888888884,4.111111111111112,0,5
187,7,7,-2.0,5.0,0,5
188,8,7,-2.666666666666666,4.333333333333334,0,5
189,9,7,-0.1111111111111107,6.888888888888889,0,5
190,10,7,-1.5555555555555562,5.444444444444444,0,5
191,11,7,-0.6666666666666661,6.333333333333334,0,5
192,12,7,0.7777777777777777,7.777777777777778,0,5
193,13,7,-3.4444444444444446,3.5555555555555554,0,5
194,14,7,-4.333333333333333,2.666666666666667,0,5
195,15,7,-2.555555555555556,4.444444444444445,0,5
196,16,7,-5.111111111111111,1.8888888888888893,0,5
197,17,7,-2.2222222222222223,4.777777777777778,0,5
198,18,7,-4.111111111111111,2.8888888888888893,0,5
199,19,7,-4.0,3.0,0,5
200,20,7,-1.666666666666666,5.333333333333334,0,5
201,21,7,-5.0,2.0,0,5
202,22,7,-1.333333333333334,5.666666666666666,0,5
203,23,7,-0.6666666666666661,6.333333333333334,0,5
204,24,7,-5.0,2.0,0,5
205,25,7,-5.777777777777778,1.2222222222222223,0,5
206,26,7,-4.0,3.0,0,5
207,27,7,-2.4444444444444446,4.555555555555555,0,5
208,28,7,-0.5555555555555554,6.444444444444445,0,5
209,29,7,-5.111111111111111,1.8888888888888893,0,5
210,0,8,0.5555555555555554,8.555555555555555,0,5
211,1,8,-0.9999999999999992,7.000000000000001,0,5
212,2,8,-6.222222222222222,1.7777777777777777,0,5
213,3,8,0.8888888888888893,8.88888888888889,0,5
214,4,8,-5.111111111111111,2.8888888888888893,0,5
215,5,8,-3.0,5.0,0,5
216,6,8,-2.0,6.0,0,5
217,7,8,-2.8888888888888884,5.111111111111112,0,5
218,8,8,-3.1111111111111107,4.888888888888889,0,5
219,9,8,-0.5555555555555562,7.444444444444444,0,5
220,10,8,-2.666666666666666,5.333333333333334,0,5
221,11,8,-0.2222222222222223,7.777777777777778,0,5
222,12,8,-6.444444444444445,1.5555555555555554,0,5
223,13,8,-0.666666666666667,7.333333333333333,0,5
224,14,8,-4.555555555555555,3.4444444444444446,0,5
225,15,8,-3.1111111111111107,4.888888888888889,0,5
226,16,8,-5.333333333333333,2.666666666666667,0,5
227,17,8,-3.2222222222222223,4.777777777777778,0,5
228,18,8,0.1111111111111107,8.11111111111111,0,5
229,19,8,0.6666666666666679,8.666666666666668,0,5
230,20,8,-2.333333333333334,5.666666666666666,0,5
231,21,8,-5.333333333333333,2.666666666666667,0,5
232,22,8,-3.333333333333333,4.666666666666667,0,5
233,23,8,-0.4444444444444446,7.555555555555555,0,5
234,24,8,-6.666666666666666,1.333333333333334,0,5
235,25,8,-5.888888888888889,2.1111111111111107,0,5
236,26,8,-0.4444444444444446,7.555555555555555,0,5
237,27,8,-4.333333333333334,3.666666666666666,0,5
238,28,8,-0.4444444444444446,7.555555555555555,0,5
239,29,8,-4.555555555555555,3.4444444444444446,0,5
240,0,9,-2.555555555555556,6.444444444444445,0,5
241,1,9,-1.7777777777777786,7.222222222222221,0,5
242,2,9,-4.888888888888888,4.111111111111112,0,5
243,3,9,2.8888888888888893,11.88888888888889,0,5
244,4,9,-4.0,5.0,0,5
245,5,9,-6.111111111111111,2.8888888888888893,0,5
246,6,9,-0.6666666666666679,8.333333333333332,0,5
247,7,9,-3.7777777777777777,5.222222222222222,0,5
248,8,9,-3.888888888888888,5.1111111111111125,0,5
249,9,9,-1.0,8.0,0,5
250,10,9,-4.555555555555555,4.444444444444445,0,5
251,11,9,-2.333333333333333,6.666666666666667,0,5
252,12,9,-4.555555555555555,4.444444444444445,0,5
253,13,9,0.2222222222222214,9.222222222222221,0,5
254,14,9,-4.555555555555555,4.444444444444445,0,5
255,15,9,-5.111111111111111,3.8888888888888893,0,5
256,16,9,-3.333333333333334,5.666666666666666,0,5
257,17,9,-5.444444444444445,3.5555555555555554,0,5
258,18,9,3.1111111111111107,12.11111111111111,0,5
259,19,9,-6.0,3.0,0,5
260,20,9,4.222222222222221,13.222222222222221,0,5
261,21,9,-6.444444444444445,2.5555555555555554,0,5
262,22,9,-2.1111111111111107,6.888888888888889,0,5
263,23,9,7.0,16.0,0,5
264,24,9,-7.444444444444445,1.5555555555555554,0,5
265,25,9,-4.111111111111111,4.888888888888889,0,5
266,26,9,-4.111111111111111,4.888888888888889,0,5
267,27,9,-2.444444444444444,6.555555555555555,0,5
268,28,9,-0.4444444444444446,8.555555555555555,0,5
269,29,9,3.333333333333334,12.333333333333334,0,5
270,0,10,0.5555555555555554,10.555555555555555,1,15
271,1,10,-1.2222222222222232,8.777777777777777,1,15
272,2,10,-3.1111111111111107,6.888888888888889,1,15
273,3,10,0.0,10.0,1,15
274,4,10,-3.444444444444444,6.555555555555555,1,15
275,5,10,-2.4444444444444446,7.555555555555555,1,15
276,6,10,0.4444444444444446,10.444444444444445,1,15
277,7,10,-1.5555555555555554,8.444444444444445,1,15
278,8,10,-0.2222222222222214,9.777777777777779,1,15
279,9,10,1.333333333333332,11.333333333333332,1,15
280,10,10,-5.777777777777778,4.222222222222222,1,15
281,11,10,-0.4444444444444446,9.555555555555555,1,15
282,12,10,-6.111111111111111,3.8888888888888893,1,15
283,13,10,3.0,13.0,1,15
284,14,10,-5.777777777777778,4.222222222222222,1,15
285,15,10,-2.111111111111112,7.8888888888888875,1,15
286,16,10,-1.8888888888888893,8.11111111111111,1,15
287,17,10,-1.666666666666668,8.333333333333332,1,15
288,18,10,-1.2222222222222232,8.777777777777777,1,15
289,19,10,-2.111111111111112,7.8888888888888875,1,15
290,20,10,0.4444444444444446,10.444444444444445,1,15
291,21,10,-4.666666666666666,5.333333333333334,1,15
292,22,10,0.8888888888888875,10.888888888888888,1,15
293,23,10,1.666666666666666,11.666666666666666,1,15
294,24,10,-2.333333333333334,7.666666666666666,1,15
295,25,10,-7.333333333333333,2.666666666666667,1,15
296,26,10,-3.444444444444444,6.555555555555555,1,15
297,27,10,-2.2222222222222223,7.777777777777778,1,15
298,28,10,-0.2222222222222214,9.777777777777779,1,15
299,29,10,9.333333333333332,19.333333333333332,1,15
300,0,11,2.0,13.0,1,15
301,1,11,-3.0,8.0,1,15
302,2,11,-5.666666666666666,5.333333333333334,1,15
303,3,11,-2.555555555555556,8.444444444444445,1,15
304,4,11,-1.8888888888888893,9.11111111111111,1,15
305,5,11,0.1111111111111107,11.11111111111111,1,15
306,6,11,-1.0,10.0,1,15
307,7,11,-1.333333333333334,9.666666666666666,1,15
308,8,11,-0.5555555555555554,10.444444444444445,1,15
309,9,11,-2.777777777777777,8.222222222222223,1,15
310,10,11,-8.11111111111111,2.8888888888888893,1,15
311,11,11,-3.4444444444444446,7.555555555555555,1,15
312,12,11,-5.777777777777778,5.222222222222222,1,15
313,13,11,-2.4444444444444446,8.555555555555555,1,15
314,14,11,-1.666666666666666,9.333333333333334,1,15
315,15,11,-4.666666666666666,6.333333333333334,1,15
316,16,11,0.3333333333333321,11.333333333333332,1,15
317,17,11,-6.0,5.0,1,15
318,18,11,0.0,11.0,1,15
319,19,11,1.7777777777777768,12.777777777777777,1,15
320,20,11,-1.666666666666666,9.333333333333334,1,15
321,21,11,-6.333333333333333,4.666666666666667,1,15
322,22,11,-0.5555555555555554,10.444444444444445,1,15
323,23,11,-0.2222222222222214,10.777777777777779,1,15
324,24,11,-3.7777777777777786,7.222222222222221,1,15
325,25,11,-6.666666666666666,4.333333333333334,1,15
326,26,11,-2.333333333333332,8.666666666666668,1,15
327,27,11,-2.333333333333332,8.666666666666668,1,15
328,28,11,-0.4444444444444446,10.555555555555555,1,15
329,29,11,-1.4444444444444446,9.555555555555555,1,15
330,0,12,-0.2222222222222232,11.777777777777777,1,15
331,1,12,-0.2222222222222232,11.777777777777777,1,15
332,2,12,-7.555555555555555,4.444444444444445,1,15
333,3,12,-3.555555555555556,8.444444444444445,1,15
334,4,12,-0.6666666666666679,11.333333333333332,1,15
335,5,12,-6.444444444444445,5.555555555555555,1,15
336,6,12,-1.7777777777777768,10.222222222222223,1,15
337,7,12,-2.4444444444444446,9.555555555555555,1,15
338,8,12,-3.222222222222223,8.777777777777777,1,15
339,9,12,0.3333333333333339,12.333333333333334,1,15
340,10,12,-8.444444444444445,3.5555555555555554,1,15
341,11,12,0.2222222222222214,12.222222222222221,1,15
342,12,12,-6.444444444444445,5.555555555555555,1,15
343,13,12,-1.7777777777777768,10.222222222222223,1,15
344,14,12,-6.333333333333334,5.666666666666666,1,15
345,15,12,-5.111111111111111,6.888888888888889,1,15
346,16,12,-3.888888888888889,8.11111111111111,1,15
347,17,12,-4.555555555555556,7.444444444444444,1,15
348,18,12,-3.666666666666668,8.333333333333332,1,15
349,19,12,-4.444444444444445,7.555555555555555,1,15
350,20,12,-3.0,9.0,1,15
351,21,12,-6.777777777777778,5.222222222222222,1,15
352,22,12,0.4444444444444446,12.444444444444445,1,15
353,23,12,-0.5555555555555554,11.444444444444445,1,15
354,24,12,-5.555555555555555,6.444444444444445,1,15
355,25,12,-6.333333333333334,5.666666666666666,1,15
356,26,12,-6.777777777777778,5.222222222222222,1,15
357,27,12,-0.6666666666666679,11.333333333333332,1,15
358,28,12,-1.0,11.0,1,15
359,29,12,1.333333333333334,13.333333333333334,1,15
360,0,13,-1.7777777777777786,11.222222222222221,1,15
361,1,13,0.3333333333333339,13.333333333333334,1,15
362,2,13,-6.888888888888889,6.111111111111111,1,15
363,3,13,-3.555555555555556,9.444444444444445,1,15
364,4,13,0.6666666666666661,13.666666666666666,1,15
365,5,13,-1.8888888888888893,11.11111111111111,1,15
366,6,13,-2.0,11.0,1,15
367,7,13,-0.7777777777777786,12.222222222222221,1,15
368,8,13,-1.666666666666668,11.333333333333332,1,15
369,9,13,-1.4444444444444446,11.555555555555555,1,15
370,10,13,-5.333333333333334,7.666666666666666,1,15
371,11,13,-2.8888888888888893,10.11111111111111,1,15
372,12,13,-4.888888888888889,8.11111111111111,1,15
373,13,13,-7.555555555555556,5.444444444444444,1,15
374,14,13,-7.222222222222222,5.777777777777778,1,15
375,15,13,-8.0,5.0,1,15
376,16,13,-0.6666666666666661,12.333333333333334,1,15
377,17,13,-7.333333333333334,5.666666666666666,1,15
378,18,13,-4.888888888888889,8.11111111111111,1,15
379,19,13,-1.5555555555555554,11.444444444444445,1,15
380,20,13,-0.8888888888888893,12.11111111111111,1,15
381,21,13,-8.777777777777779,4.222222222222221,1,15
382,22,13,-0.3333333333333321,12.666666666666668,1,15
383,23,13,9.333333333333332,22.333333333333332,1,15
384,24,13,-10.444444444444445,2.5555555555555554,1,15
385,25,13,-5.888888888888889,7.111111111111111,1,15
386,26,13,-7.888888888888888,5.111111111111112,1,15
387,27,13,-1.8888888888888893,11.11111111111111,1,15
388,28,13,-1.0,12.0,1,15
389,29,13,-8.0,5.0,1,15
390,0,14,1.7763568394002505e-15,14.000000000000002,1,15
391,1,14,0.5555555555555554,14.555555555555555,1,15
392,2,14,-5.333333333333332,8.666666666666668,1,15
393,3,14,-2.1111111111111107,11.88888888888889,1,15
394,4,14,-3.222222222222221,10.777777777777779,1,15
395,5,14,-3.555555555555556,10.444444444444445,1,15
396,6,14,-4.777777777777779,9.222222222222221,1,15
397,7,14,-3.1111111111111125,10.888888888888888,1,15
398,8,14,-4.0,10.0,1,15
399,9,14,-1.333333333333332,12.666666666666668,1,15
400,10,14,-8.0,6.0,1,15
401,11,14,-2.0,12.0,1,15
402,12,14,-6.222222222222222,7.777777777777778,1,15
403,13,14,-10.11111111111111,3.8888888888888893,1,15
404,14,14,-8.777777777777779,5.222222222222221,1,15
405,15,14,-0.8888888888888875,13.111111111111112,1,15
406,16,14,-2.0,12.0,1,15
407,17,14,-4.555555555555555,9.444444444444445,1,15
408,18,14,-3.222222222222221,10.777777777777779,1,15
409,19,14,-1.4444444444444446,12.555555555555555,1,15
410,20,14,-4.222222222222221,9.777777777777779,1,15
411,21,14,-8.777777777777779,5.222222222222221,1,15
412,22,14,-4.444444444444445,9.555555555555555,1,15
413,23,14,-1.666666666666666,12.333333333333334,1,15
414,24,14,-9.666666666666666,4.333333333333334,1,15
415,25,14,-8.0,6.0,1,15
416,26,14,-4.222222222222221,9.777777777777779,1,15
417,27,14,-1.333333333333332,12.666666666666668,1,15
418,28,14,-0.3333333333333339,13.666666666666666,1,15
419,29,14,-9.88888888888889,4.111111111111111,1,15
420,0,15,-2.7777777777777786,12.222222222222221,1,15
421,1,15,-2.333333333333332,12.666666666666668,1,15
422,2,15,-7.888888888888889,7.111111111111111,1,15
423,3,15,-3.0,12.0,1,15
424,4,15,-5.0,10.0,1,15
425,5,15,-3.7777777777777786,11.222222222222221,1,15
426,6,15,-5.888888888888889,9.11111111111111,1,15
427,7,15,-3.0,12.0,1,15
428,8,15,-4.333333333333332,10.666666666666668,1,15
429,9,15,-2.7777777777777786,12.222222222222221,1,15
430,10,15,-6.333333333333332,8.666666666666668,1,15
431,11,15,3.0,18.0,1,15
432,12,15,-2.666666666666666,12.333333333333334,1,15
433,13,15,-6.222222222222223,8.777777777777777,1,15
434,14,15,-1.4444444444444429,13.555555555555557,1,15
435,15,15,-8.555555555555555,6.444444444444445,1,15
436,16,15,5.444444444444446,20.444444444444446,1,15
437,17,15,-5.333333333333334,9.666666666666666,1,15
438,18,15,-2.555555555555556,12.444444444444445,1,15
439,19,15,-6.444444444444445,8.555555555555555,1,15
440,20,15,-2.222222222222223,12.777777777777777,1,15
441,21,15,-9.11111111111111,5.888888888888889,1,15
442,22,15,-3.7777777777777786,11.222222222222221,1,15
443,23,15,1.333333333333332,16.333333333333332,1,15
444,24,15,-8.11111111111111,6.888888888888889,1,15
445,25,15,-7.222222222222222,7.777777777777778,1,15
446,26,15,-4.888888888888889,10.11111111111111,1,15
447,27,15,-3.7777777777777786,11.222222222222221,1,15
448,28,15,-0.5555555555555571,14.444444444444443,1,15
449,29,15,-11.555555555555555,3.4444444444444446,1,15
450,0,16,2.1111111111111107,18.11111111111111,1,15
451,1,16,-3.7777777777777786,12.222222222222221,1,15
452,2,16,-2.222222222222221,13.777777777777779,1,15
453,3,16,2.333333333333332,18.333333333333332,1,15
454,4,16,-3.333333333333332,12.666666666666668,1,15
455,5,16,-4.222222222222223,11.777777777777777,1,15
456,6,16,-3.222222222222223,12.777777777777777,1,15
457,7,16,-3.4444444444444446,12.555555555555555,1,15
458,8,16,-4.222222222222223,11.777777777777777,1,15
459,9,16,0.7777777777777786,16.77777777777778,1,15
460,10,16,-11.333333333333332,4.666666666666668,1,15
461,11,16,-3.666666666666666,12.333333333333334,1,15
462,12,16,-3.555555555555556,12.444444444444445,1,15
463,13,16,-4.888888888888889,11.11111111111111,1,15
464,14,16,-3.555555555555556,12.444444444444445,1,15
465,15,16,-0.1111111111111107,15.88888888888889,1,15
466,16,16,-0.8888888888888893,15.11111111111111,1,15
467,17,16,-3.888888888888889,12.11111111111111,1,15
468,18,16,-5.888888888888889,10.11111111111111,1,15
469,19,16,-0.2222222222222232,15.777777777777777,1,15
470,20,16,-3.888888888888889,12.11111111111111,1,15
471,21,16,-8.666666666666668,7.333333333333332,1,15
472,22,16,-5.555555555555555,10.444444444444445,1,15
473,23,16,-5.222222222222221,10.777777777777779,1,15
474,24,16,-11.0,5.0,1,15
475,25,16,-6.666666666666666,9.333333333333334,1,15
476,26,16,-8.222222222222221,7.777777777777779,1,15
477,27,16,-4.666666666666668,11.333333333333332,1,15
478,28,16,-1.0,15.0,1,15
479,29,16,-1.1111111111111125,14.888888888888888,1,15
480,0,17,-5.0,12.0,1,15
481,1,17,-0.7777777777777786,16.22222222222222,1,15
482,2,17,-9.11111111111111,7.888888888888889,1,15
483,3,17,-1.0,16.0,1,15
484,4,17,-2.666666666666666,14.333333333333334,1,15
485,5,17,-5.888888888888889,11.11111111111111,1,15
486,6,17,2.4444444444444464,19.444444444444446,1,15
487,7,17,4.444444444444443,21.444444444444443,1,15
488,8,17,-7.666666666666666,9.333333333333334,1,15
489,9,17,-3.222222222222221,13.777777777777779,1,15
490,10,17,-10.0,7.0,1,15
491,11,17,3.222222222222221,20.22222222222222,1,15
492,12,17,-2.0,15.0,1,15
493,13,17,-10.555555555555555,6.444444444444445,1,15
494,14,17,-11.22222222222222,5.77777777777778,1,15
495,15,17,-3.1111111111111107,13.88888888888889,1,15
496,16,17,-1.4444444444444446,15.555555555555555,1,15
497,17,17,-6.333333333333332,10.666666666666668,1,15
498,18,17,-1.333333333333332,15.666666666666668,1,15
499,19,17,2.555555555555557,19.555555555555557,1,15
500,20,17,-4.555555555555555,12.444444444444445,1,15
501,21,17,-5.777777777777779,11.222222222222221,1,15
502,22,17,-1.2222222222222232,15.777777777777777,1,15
503,23,17,-1.666666666666668,15.333333333333332,1,15
504,24,17,-12.11111111111111,4.888888888888889,1,15
505,25,17,-9.555555555555555,7.444444444444445,1,15
506,26,17,-3.666666666666666,13.333333333333334,1,15
507,27,17,-4.333333333333332,12.666666666666668,1,15
508,28,17,-0.3333333333333357,16.666666666666664,1,15
509,29,17,-7.777777777777779,9.222222222222221,1,15
510,0,18,-1.7777777777777786,16.22222222222222,1,15
511,1,18,-1.8888888888888893,16.11111111111111,1,15
512,2,18,-6.111111111111111,11.88888888888889,1,15
513,3,18,-4.222222222222221,13.777777777777779,1,15
514,4,18,-1.8888888888888893,16.11111111111111,1,15
515,5,18,-6.222222222222223,11.777777777777777,1,15
516,6,18,-0.8888888888888893,17.11111111111111,1,15
517,7,18,-3.7777777777777786,14.222222222222221,1,15
518,8,18,-2.8888888888888893,15.11111111111111,1,15
519,9,18,-6.0,12.0,1,15
520,10,18,-10.11111111111111,7.888888888888889,1,15
521,11,18,0.1111111111111107,18.11111111111111,1,15
522,12,18,-6.333333333333334,11.666666666666666,1,15
